source,target
地 保 所 管 的 事 主 要 的 就 是 死 人 失 火 般 人 家 死 了 人 他 是 不 管 的 他 管 的 是 无 后 的 孤 寡 和 路 倒 个 孤 寡 老 人 死 在 床 上 或 是 哪 里 发 现 具 无 名 男 尸 在 本 坊 地 界 李 三 就 有 事 了 拿 了 个 捐 簿 到 几 家 殷 实 店 铺 去 化 钱 然 后 买 口 薄 皮 棺 材 装 殓 起 来 省 事 点 就 用 芦 席 卷 草 绳 捆 这 有 个 名 堂 叫 做 万 字 纹 的 棺 材 三 道 紫 金 箍 用 把 锄 头 背 着 送 到 乱 葬 冈 去 埋 掉 因 此 本 地 流 传 句 骂 人 的 话 叫 李 三 把 你 背 出 去 吧 李 三 很 愿 意 本 坊 常 发 生 这 样 的 事 因 为 募 化 得 来 的 钱 怎 样 花 销 是 谁 也 不 来 查 帐 的 李 三 拿 埋 葬 费 用 的 余 数 来 喝 酒 实 在 也 在 情 在 理 没 有 什 么 说 不 过 去 这 种 事 谁 愿 承 揽 就 请 来 试 试 哼 你 以 为 这 几 杯 酒 喝 到 肚 里 容 易 呀 不 过 为 了 心 安 理 得 无 愧 于 神 鬼 他 在 埋 了 死 人 后 照 例 还 为 他 烧 陌 纸 钱 瞌 三 个 头,de ba3o suo3 gua3n de shi4 zhu3 ya4o de jiu4 shi4 si3 re2n shi1 huo3 ba1n re2n jia1 si3 le re2n ta1 shi4 bu4 gua3n de ta1 gua3n de shi4 wu2 ho4u de gu1 gua3 he2 lu4 da4o ge4 gu1 gua3 la3o re2n si3 za4i chua2ng sha4ng huo4 shi4 na3 li3 fa1 xia4n ju4 wu2 mi2ng na2n shi1 za4i be3n fa1ng de jie4 li3 sa1n jiu4 yo3u shi4 le na2 le ge4 jua1n bu4 da4o ji3 jia1 yi1n shi2 dia4n pu4 qu4 hua4 qia2n ra2n ho4u ma3i ko3u ba2o pi2 gua1n ca2i zhua1ng lia4n qi3 la2i she3ng shi4 dia3n jiu4 yo4ng lu2 xi2 jua3n ca3o she2ng ku3n zhe4 yo3u ge4 mi2ng ta2ng jia4o zuo4 wa4n zi4 we2n de gua1n ca2i sa1n da4o zi3 ji1n gu1 yo4ng ba3 chu2 to2u be4i zhe so4ng da4o lua4n za4ng ga1ng qu4 ma2i dia4o yi1n ci3 be3n de liu2 chua2n ju4 ma4 re2n de hua4 jia4o li3 sa1n ba3 ni3 be4i chu1 qu4 ba li3 sa1n he3n yua4n yi4 be3n fa1ng cha2ng fa1 she1ng zhe4 ya4ng de shi4 yi1n we4i mu4 hua4 de2 la2i de qia2n ze3n ya4ng hua1 xia1o shi4 she2i ye3 bu4 la2i cha2 zha4ng de li3 sa1n na2 ma2i za4ng fe4i yo4ng de yu2 shu4 la2i he1 jiu3 shi2 za4i ye3 za4i qi2ng za4i li3 me2i yo3u she2n me shuo1 bu4 guo4 qu4 zhe4 zho3ng shi4 she2i yua4n che2ng la3n jiu4 qi3ng la2i shi4 shi4 he1ng ni3 yi3 we4i zhe4 ji3 be1i jiu3 he1 da4o du4 li3 ro2ng yi4 ya bu4 guo4 we4i le xi1n a1n li3 de2 wu2 kui4 yu2 she2n gui3 ta1 za4i ma2i le si3 re2n ho4u zha4o li4 ha2i we4i ta1 sha1o mo4 zhi3 qia2n ke1 sa1n ge4 to2u
李 三 瘦 小 干 枯 精 神 不 足 拖 拖 沓 沓 迷 迷 瞪 瞪 随 时 总 像 没 有 睡 醒 他 夜 晚 打 更 白 天 办 事 睡 觉 也 是 断 断 续 续 的 看 见 他 时 他 也 真 是 刚 从 床 上 爬 起 来 会 想 不 到 有 时 他 竟 能 跑 得 那 样 快 那 是 本 坊 有 了 火 警 的 时 候 这 地 方 把 失 火 叫 成 走 水 大 概 是 讳 言 火 字 所 以 反 说 着 了 有 人 家 走 水 李 三 就 拿 起 他 的 更 锣 用 个 锣 棒 使 劲 地 敲 着 没 命 地 飞 跑 嘴 里 还 大 声 地 嚷 叫 巷 家 走 水 啦 巷 家 走 水 啦 坊 失 火 各 坊 的 水 龙 都 要 来 救 所 以 李 三 这 回 就 跑 出 坊 界 绕 遍 全 城,li3 sa1n sho4u xia3o ga4n ku1 ji1ng she2n bu4 zu2 tuo1 tuo1 da2 da2 mi2 mi2 de4ng de4ng sui2 shi2 zo3ng xia4ng me2i yo3u shui4 xi3ng ta1 ye4 wa3n da3 ge4ng ba2i tia1n ba4n shi4 shui4 jue2 ye3 shi4 dua4n dua4n xu4 xu4 de ka4n jia4n ta1 shi2 ta1 ye3 zhe1n shi4 ga1ng co2ng chua2ng sha4ng pa2 qi3 la2i hui4 xia3ng bu4 da4o yo3u shi2 ta1 ji4ng ne2ng pa3o de2 na4 ya4ng kua4i na4 shi4 be3n fa1ng yo3u le huo3 ji3ng de shi2 ho4u zhe4 de fa1ng ba3 shi1 huo3 jia4o che2ng zo3u shui3 da4 ga4i shi4 hui4 ya2n huo3 zi4 suo3 yi3 fa3n shuo1 zhe le yo3u re2n jia1 zo3u shui3 li3 sa1n jiu4 na2 qi3 ta1 de ge4ng luo2 yo4ng ge4 luo2 ba4ng shi3 ji4n de qia1o zhe me2i mi4ng de fe1i pa3o zui3 li3 ha2i da4 she1ng de ra3ng jia4o xia4ng jia1 zo3u shui3 la xia4ng jia1 zo3u shui3 la fa1ng shi1 huo3 ge4 fa1ng de shui3 lo2ng do1u ya4o la2i jiu4 suo3 yi3 li3 sa1n zhe4 hui2 jiu4 pa3o chu1 fa1ng jie4 ra4o bia4n qua2n che2ng
李 三 希 望 人 家 失 火 么 哎 话 怎 么 能 这 样 说 呢 换 个 说 法 他 希 望 火 不 成 灾 及 时 救 灭 火 灭 之 后 如 果 这 家 损 失 不 大 他 就 跑 去 道 喜 恭 喜 恭 喜 越 烧 越 旺 如 果 这 家 烧 得 片 瓦 无 存 他 就 向 幸 免 殃 及 的 四 邻 去 道 喜 恭 喜 恭 喜 土 地 菩 萨 保 佑 他 还 会 说 火 势 没 有 蔓 延 也 多 亏 水 龙 来 得 快 言 下 之 意 也 很 清 楚 水 龙 来 得 快 是 因 为 他 没 命 的 飞 跑 听 话 的 人 并 不 是 傻 子 他 飞 跑 着 敲 锣 报 警 不 会 白 跑 总 是 能 拿 到 相 当 可 观 的 酒 钱 的,li3 sa1n xi1 wa4ng re2n jia1 shi1 huo3 me a1i hua4 ze3n me ne2ng zhe4 ya4ng shuo1 ne hua4n ge4 shuo1 fa3 ta1 xi1 wa4ng huo3 bu4 che2ng za1i ji2 shi2 jiu4 mie4 huo3 mie4 zhi1 ho4u ru2 guo3 zhe4 jia1 su3n shi1 bu4 da4 ta1 jiu4 pa3o qu4 da4o xi3 go1ng xi3 go1ng xi3 yue4 sha1o yue4 wa4ng ru2 guo3 zhe4 jia1 sha1o de2 pia4n wa3 wu2 cu2n ta1 jiu4 xia4ng xi4ng mia3n ya1ng ji2 de si4 li2n qu4 da4o xi3 go1ng xi3 go1ng xi3 tu3 de pu2 sa4 ba3o yo4u ta1 ha2i hui4 shuo1 huo3 shi4 me2i yo3u ma4n ya2n ye3 duo1 kui1 shui3 lo2ng la2i de2 kua4i ya2n xia4 zhi1 yi4 ye3 he3n qi1ng chu3 shui3 lo2ng la2i de2 kua4i shi4 yi1n we4i ta1 me2i mi4ng de fe1i pa3o ti1ng hua4 de re2n bi4ng bu4 shi4 sha3 zi ta1 fe1i pa3o zhe qia1o luo2 ba4o ji3ng bu4 hui4 ba2i pa3o zo3ng shi4 ne2ng na2 da4o xia1ng da1ng ke3 gua1n de jiu3 qia2n de
地 保 的 另 项 职 务 是 管 叫 花 子 这 里 的 花 子 有 两 种 种 是 专 赶 各 庙 的 香 期 的 初 十 五 各 庙 都 有 人 进 香 逢 到 菩 萨 生 日 这 些 菩 萨 都 有 个 生 日 不 知 是 怎 么 查 考 出 来 的 香 火 尤 盛 这 些 花 子 就 从 庙 门 甬 道 直 到 大 殿 密 密 地 跪 了 两 排 有 的 装 做 瞎 子 有 的 用 蜡 烛 油 画 成 烂 腿 画 得 很 像 老 爷 太 太 不 住 地 喊 叫 进 香 的 信 女 们 就 很 自 觉 地 把 铜 钱 丢 在 他 们 面 前 破 瓢 里 她 们 认 为 把 钱 给 花 子 是 进 香 仪 式 的 部 分 不 如 此 便 显 得 不 虔 诚 因 此 这 些 花 子 要 到 的 钱 是 不 少 的 这 些 虔 诚 的 香 客 大 概 不 知 道 花 子 的 黑 话 花 子 彼 此 相 遇 不 是 问 要 了 多 少 钱 而 说 是 唤 了 多 少 狗 这 种 花 子 是 有 帮 的 他 们 都 住 在 船 上 每 年 还 做 花 子 会 很 多 花 子 船 都 集 中 在 起 也 很 热 闹 这 种 在 帮 的 花 子 李 三 惹 不 起 他 们 也 不 碍 李 三 的 事 井 水 不 犯 河 水 李 三 能 管 的 是 串 街 的 花 子 串 街 要 钱 的 他 也 只 管 那 种 只 会 伸 着 手 赖 着 不 走 的 软 弱 疲 赖 角 色 李 三 提 了 根 竹 棍 看 见 了 就 举 起 竹 棍 大 喝 声 去 去 去 有 三 等 串 街 的 他 不 管 等 是 唱 道 情 的 这 是 斯 文 脉 穿 着 破 旧 长 衫 念 过 两 句 书 又 和 吕 洞 宾 郑 板 桥 有 些 瓜 葛 店 铺 里 等 他 唱 了 几 句 老 渔 翁 钓 竿 就 会 往 柜 台 上 丢 个 铜 板 他 们 是 很 清 高 的 取 钱 都 不 用 手 只 是 用 两 片 简 板 夹 咚 的 声 丢 在 渔 鼓 筒 里 另 外 两 等 是 耍 青 龙 即 耍 蛇 的 是 吹 筒 子 的 耍 青 龙 的 弄 两 条 菜 花 蛇 盘 在 脖 子 上 蛇 信 子 簌 簌 地 直 探 吹 筒 子 的 吹 个 外 面 包 了 火 赤 练 蛇 皮 的 竹 筒 布 呜 声 音 很 难 听 样 子 也 难 看 他 们 之 要 是 往 店 堂 站 半 天 不 走 这 家 店 铺 就 甭 打 算 做 生 意 了 女 人 孩 子 都 吓 得 远 远 地 绕 开 走 了 照 规 矩 不 知 是 谁 定 的 规 矩 这 两 等 李 三 是 有 权 赶 他 们 走 的 然 而 他 偏 不 赶 只 是 在 个 背 人 处 把 他 们 拦 住 向 他 们 索 要 例 规 讨 价 还 价 照 例 要 争 执 半 天 双 方 会 谈 的 地 方 最 多 的 是 官 茅 房 公 共 厕 所,de ba3o de li4ng xia4ng zhi2 wu4 shi4 gua3n jia4o hua1 zi zhe4 li3 de hua1 zi yo3u lia3ng zho3ng zho3ng shi4 zhua1n ga3n ge4 mia4o de xia1ng qi1 de chu1 shi2 wu3 ge4 mia4o do1u yo3u re2n ji4n xia1ng fe2ng da4o pu2 sa4 she1ng ri4 zhe4 xie1 pu2 sa4 do1u yo3u ge4 she1ng ri4 bu4 zhi1 shi4 ze3n me cha2 ka3o chu1 la2i de xia1ng huo3 yo2u she4ng zhe4 xie1 hua1 zi jiu4 co2ng mia4o me2n yo3ng da4o zhi2 da4o da4 dia4n mi4 mi4 de gui4 le lia3ng pa2i yo3u de zhua1ng zuo4 xia1 zi yo3u de yo4ng la4 zhu2 yo2u hua4 che2ng la4n tui3 hua4 de2 he3n xia4ng la3o ye2 ta4i ta4i bu4 zhu4 de ha3n jia4o ji4n xia1ng de xi4n nv3 men jiu4 he3n zi4 jue2 de ba3 to2ng qia2n diu1 za4i ta1 men mia4n qia2n po4 pia2o li3 ta1 men re4n we4i ba3 qia2n ge3i hua1 zi shi4 ji4n xia1ng yi2 shi4 de bu4 fe1n bu4 ru2 ci3 bia4n xia3n de2 bu4 qia2n che2ng yi1n ci3 zhe4 xie1 hua1 zi ya4o da4o de qia2n shi4 bu4 sha3o de zhe4 xie1 qia2n che2ng de xia1ng ke4 da4 ga4i bu4 zhi1 da4o hua1 zi de he1i hua4 hua1 zi bi3 ci3 xia1ng yu4 bu4 shi4 we4n ya4o le duo1 sha3o qia2n e2r shuo1 shi4 hua4n le duo1 sha3o go3u zhe4 zho3ng hua1 zi shi4 yo3u ba1ng de ta1 men do1u zhu4 za4i chua2n sha4ng me3i nia2n ha2i zuo4 hua1 zi hui4 he3n duo1 hua1 zi chua2n do1u ji2 zho1ng za4i qi3 ye3 he3n re4 na4o zhe4 zho3ng za4i ba1ng de hua1 zi li3 sa1n re3 bu4 qi3 ta1 men ye3 bu4 a4i li3 sa1n de shi4 ji3ng shui3 bu4 fa4n he2 shui3 li3 sa1n ne2ng gua3n de shi4 chua4n jie1 de hua1 zi chua4n jie1 ya4o qia2n de ta1 ye3 zhi3 gua3n na4 zho3ng zhi3 hui4 she1n zhe sho3u la4i zhe bu4 zo3u de rua3n ruo4 pi2 la4i jia3o se4 li3 sa1n ti2 le ge1n zhu2 gu4n ka4n jia4n le jiu4 ju3 qi3 zhu2 gu4n da4 he1 she1ng qu4 qu4 qu4 yo3u sa1n de3ng chua4n jie1 de ta1 bu4 gua3n de3ng shi4 cha4ng da4o qi2ng de zhe4 shi4 si1 we2n ma4i chua1n zhe po4 jiu4 zha3ng sha1n nia4n guo4 lia3ng ju4 shu1 yo4u he2 lv3 do4ng bi1n zhe4ng ba3n qia2o yo3u xie1 gua1 ge2 dia4n pu4 li3 de3ng ta1 cha4ng le ji3 ju4 la3o yu2 we1ng dia4o ga1n jiu4 hui4 wa3ng gui4 ta2i sha4ng diu1 ge4 to2ng ba3n ta1 men shi4 he3n qi1ng ga1o de qu3 qia2n do1u bu4 yo4ng sho3u zhi3 shi4 yo4ng lia3ng pia4n jia3n ba3n jia1 do1ng de she1ng diu1 za4i yu2 gu3 to3ng li3 li4ng wa4i lia3ng de3ng shi4 shua3 qi1ng lo2ng ji2 shua3 she2 de shi4 chui1 to3ng zi de shua3 qi1ng lo2ng de no4ng lia3ng tia2o ca4i hua1 she2 pa2n za4i bo2 zi sha4ng she2 xi4n zi su4 su4 de zhi2 ta4n chui1 to3ng zi de chui1 ge4 wa4i mia4n ba1o le huo3 chi4 lia4n she2 pi2 de zhu2 to3ng bu4 wu1 she1ng yi1n he3n na2n ti1ng ya4ng zi ye3 na2n ka4n ta1 men zhi1 ya4o shi4 wa3ng dia4n ta2ng zha4n ba4n tia1n bu4 zo3u zhe4 jia1 dia4n pu4 jiu4 be2ng da3 sua4n zuo4 she1ng yi4 le nv3 re2n ha2i zi do1u xia4 de2 yua3n yua3n de ra4o ka1i zo3u le zha4o gui1 ju3 bu4 zhi1 shi4 she2i di4ng de gui1 ju3 zhe4 lia3ng de3ng li3 sa1n shi4 yo3u qua2n ga3n ta1 men zo3u de ra2n e2r ta1 pia1n bu4 ga3n zhi3 shi4 za4i ge4 be4i re2n chu4 ba3 ta1 men la2n zhu4 xia4ng ta1 men suo3 ya4o li4 gui1 ta3o jia4 ha2i jia4 zha4o li4 ya4o zhe1ng zhi2 ba4n tia1n shua1ng fa1ng hui4 ta2n de de fa1ng zui4 duo1 de shi4 gua1n ma2o fa2ng go1ng go4ng ce4 suo3
地 保 当 然 还 要 管 缉 盗 谁 家 失 窃 首 先 得 叫 李 三 来 李 三 先 看 看 小 偷 进 出 的 路 径 是 撬 门 是 挖 洞 还 是 爬 墙 按 律 哪 朝 的 律 呢 如 果 案 发 撬 门 罪 最 重 只 下 明 火 执 仗 等 挖 洞 次 之 爬 墙 又 次 之 然 后 叫 本 家 写 份 失 单 事 情 就 完 了 如 果 是 爬 墙 进 去 偷 的 他 还 不 会 忘 了 把 小 偷 爬 墙 用 的 根 船 篙 带 走 小 偷 爬 墙 没 有 带 梯 子 的 只 是 从 河 边 船 上 抽 根 竹 篙 上 面 绑 十 来 个 稻 草 疙 瘩 戗 在 墙 边 踩 着 草 疙 瘩 就 进 去 了 偷 完 了 照 例 把 这 根 竹 篙 靠 在 墙 外 这 根 船 篙 不 会 就 会 有 失 主 到 土 地 祠 来 赎 交 二 百 钱 拿 走,de ba3o da1ng ra2n ha2i ya4o gua3n ji1 da4o she2i jia1 shi1 qie4 sho3u xia1n de2 jia4o li3 sa1n la2i li3 sa1n xia1n ka4n ka4n xia3o to1u ji4n chu1 de lu4 ji4ng shi4 qia4o me2n shi4 wa1 do4ng ha2i shi4 pa2 qia2ng a4n lv4 na3 cha2o de lv4 ne ru2 guo3 a4n fa1 qia4o me2n zui4 zui4 zho4ng zhi3 xia4 mi2ng huo3 zhi2 zha4ng de3ng wa1 do4ng ci4 zhi1 pa2 qia2ng yo4u ci4 zhi1 ra2n ho4u jia4o be3n jia1 xie3 fe4n shi1 da1n shi4 qi2ng jiu4 wa2n le ru2 guo3 shi4 pa2 qia2ng ji4n qu4 to1u de ta1 ha2i bu4 hui4 wa4ng le ba3 xia3o to1u pa2 qia2ng yo4ng de ge1n chua2n ga1o da4i zo3u xia3o to1u pa2 qia2ng me2i yo3u da4i ti1 zi de zhi3 shi4 co2ng he2 bia1n chua2n sha4ng cho1u ge1n zhu2 ga1o sha4ng mia4n ba3ng shi2 la2i ge4 da4o ca3o ge1 da qia1ng za4i qia2ng bia1n ca3i zhe ca3o ge1 da jiu4 ji4n qu4 le to1u wa2n le zha4o li4 ba3 zhe4 ge1n zhu2 ga1o ka4o za4i qia2ng wa4i zhe4 ge1n chua2n ga1o bu4 hui4 jiu4 hui4 yo3u shi1 zhu3 da4o tu3 de ci2 la2i shu2 jia1o e4r ba3i qia2n na2 zo3u
丢 失 衣 物 的 人 家 如 果 对 李 三 说 有 几 件 重 要 的 东 西 本 家 愿 出 钱 赎 回 过 些 日 子 李 三 真 能 把 这 些 赃 物 追 回 来 但 是 是 怎 样 追 回 来 的 是 什 么 人 偷 的 这 些 事 是 不 作 兴 问 的 这 也 是 规 矩,diu1 shi1 yi1 wu4 de re2n jia1 ru2 guo3 dui4 li3 sa1n shuo1 yo3u ji3 jia4n zho4ng ya4o de do1ng xi1 be3n jia1 yua4n chu1 qia2n shu2 hui2 guo4 xie1 ri4 zi li3 sa1n zhe1n ne2ng ba3 zhe4 xie1 za1ng wu4 zhui1 hui2 la2i da4n shi4 shi4 ze3n ya4ng zhui1 hui2 la2i de shi4 she2n me re2n to1u de zhe4 xie1 shi4 shi4 bu4 zuo4 xi4ng we4n de zhe4 ye3 shi4 gui1 ju3
李 三 打 更 左 手 拿 着 竹 梆 吊 着 锣 右 手 拿 锣 槌,li3 sa1n da3 ge4ng zuo3 sho3u na2 zhe zhu2 ba1ng dia4o zhe luo2 yo4u sho3u na2 luo2 chui2
笃 铛 定 更,du3 da1ng di4ng ge4ng
笃 笃 铛 铛 二 更,du3 du3 da1ng da1ng e4r ge4ng
笃 笃 笃 铛 铛 铛 三 更,du3 du3 du3 da1ng da1ng da1ng sa1n ge4ng
三 更 以 后 就 不 打 了,sa1n ge4ng yi3 ho4u jiu4 bu4 da3 le
打 更 是 为 了 防 盗 但 是 人 家 失 窃 多 在 四 更 左 右 这 时 天 最 黑 人 也 睡 得 最 死 李 三 打 更 时 常 也 装 腔 作 势 吓 唬 人 看 见 了 看 见 了 往 哪 里 躲 树 后 头 墙 旮 旯 其 实 他 什 么 也 没 看 见,da3 ge4ng shi4 we4i le fa2ng da4o da4n shi4 re2n jia1 shi1 qie4 duo1 za4i si4 ge4ng zuo3 yo4u zhe4 shi2 tia1n zui4 he1i re2n ye3 shui4 de2 zui4 si3 li3 sa1n da3 ge4ng shi2 cha2ng ye3 zhua1ng qia1ng zuo4 shi4 xia4 hu3 re2n ka4n jia4n le ka4n jia4n le wa3ng na3 li3 duo3 shu4 ho4u to2u qia2ng ga1 la2 qi2 shi2 ta1 she2n me ye3 me2i ka4n jia4n
进 腊 月 李 三 在 打 更 时 添 了 个 新 项 目 喊 小 心 火 烛,ji4n la4 yue4 li3 sa1n za4i da3 ge4ng shi2 tia1n le ge4 xi1n xia4ng mu4 ha3n xia3o xi1n huo3 zhu2
岁 尾 年 关 小 心 火 烛,sui4 we3i nia2n gua1n xia3o xi1n huo3 zhu2
火 塘 扑 熄 水 缸 上 满,huo3 ta2ng pu1 xi1 shui3 ga1ng sha4ng ma3n
老 头 子 老 太 太 铜 炉 子 撂 远 些,la3o to2u zi la3o ta4i ta4i to2ng lu2 zi lia4o yua3n xie1
屋 上 瓦 响 莫 疑 猫 狗 起 来 望 望,wu1 sha4ng wa3 xia3ng mo4 yi2 ma1o go3u qi3 la2i wa4ng wa4ng
岁 尾 年 关 小 心 火 烛,sui4 we3i nia2n gua1n xia3o xi1n huo3 zhu2
店 铺 上 了 板 人 家 关 了 门 外 面 很 黑 西 北 风 呜 呜 地 叫 着 李 三 个 人 腰 里 别 着 个 白 纸 灯 笼 大 街 小 巷 拉 长 了 声 音 有 板 有 眼 有 腔 有 调 的 喊 着 听 起 来 有 点 凄 惨 人 们 想 到 年 又 要 过 去 了 又 想 李 三 也 不 容 易 怪 难 为 他,dia4n pu4 sha4ng le ba3n re2n jia1 gua1n le me2n wa4i mia4n he3n he1i xi1 be3i fe1ng wu1 wu1 de jia4o zhe li3 sa1n ge4 re2n ya1o li3 bie2 zhe ge4 ba2i zhi3 de1ng lo2ng da4 jie1 xia3o xia4ng la1 zha3ng le she1ng yi1n yo3u ba3n yo3u ya3n yo3u qia1ng yo3u dia4o de ha3n zhe ti1ng qi3 la2i yo3u dia3n qi1 ca3n re2n men xia3ng da4o nia2n yo4u ya4o guo4 qu4 le yo4u xia3ng li3 sa1n ye3 bu4 ro2ng yi4 gua4i na2n we4i ta1
没 有 死 人 没 有 失 火 没 人 还 愿 没 人 家 挨 偷 李 三 这 几 天 的 日 子 委 实 过 得 有 些 清 淡 他 拿 着 锣 梆 很 无 聊 地 敲 着 三 更,me2i yo3u si3 re2n me2i yo3u shi1 huo3 me2i re2n ha2i yua4n me2i re2n jia1 a1i to1u li3 sa1n zhe4 ji3 tia1n de ri4 zi we3i shi2 guo4 de2 yo3u xie1 qi1ng da4n ta1 na2 zhe luo2 ba1ng he3n wu2 lia2o de qia1o zhe sa1n ge4ng
笃 笃 笃 铛 铛 铛,du3 du3 du3 da1ng da1ng da1ng
边 敲 边 走 走 到 了 河 边 只 船 上 有 枝 很 结 实 的 船 篙 在 船 帮 外 面 别 着 他 伸 手 抽 了 出 来 夹 在 胳 肢 窝 里 回 身 便 走 他 还 不 紧 不 慢 地 敲 着,bia1n qia1o bia1n zo3u zo3u da4o le he2 bia1n zhi3 chua2n sha4ng yo3u zhi1 he3n jie2 shi2 de chua2n ga1o za4i chua2n ba1ng wa4i mia4n bie2 zhe ta1 she1n sho3u cho1u le chu1 la2i jia1 za4i ge1 zhi1 wo1 li3 hui2 she1n bia4n zo3u ta1 ha2i bu4 ji3n bu4 ma4n de qia1o zhe
笃 笃 笃 铛 铛 铛,du3 du3 du3 da1ng da1ng da1ng
不 想 船 篙 带 不 动 了 篙 子 后 梢 被 只 很 有 劲 的 大 手 攥 住 了,bu4 xia3ng chua2n ga1o da4i bu4 do4ng le ga1o zi ho4u sha1o be4i zhi3 he3n yo3u ji4n de da4 sho3u zua4n zhu4 le
李 三 原 想 把 船 篙 带 到 土 地 祠 明 天 等 这 个 弄 船 的 拿 钱 来 赎 能 弄 二 百 钱 也 能 喝 四 两 不 想 这 船 家 刚 刚 起 来 撒 过 尿 躺 下 还 没 有 睡 着 他 听 到 有 人 抽 篙 子 爬 出 舱 口 看 是 李 三,li3 sa1n yua2n xia3ng ba3 chua2n ga1o da4i da4o tu3 de ci2 mi2ng tia1n de3ng zhe4 ge4 no4ng chua2n de na2 qia2n la2i shu2 ne2ng no4ng e4r ba3i qia2n ye3 ne2ng he1 si4 lia3ng bu4 xia3ng zhe4 chua2n jia1 ga1ng ga1ng qi3 la2i sa1 guo4 nia4o ta3ng xia4 ha2i me2i yo3u shui4 zhe ta1 ti1ng da4o yo3u re2n cho1u ga1o zi pa2 chu1 ca1ng ko3u ka4n shi4 li3 sa1n
好 李 三 你 偷 篙 子,ha3o li3 sa1n ni3 to1u ga1o zi
莫 喊 莫 喊,mo4 ha3n mo4 ha3n
李 三 不 是 很 要 脸 面 的 人 但 是 个 地 保 偷 东 西 而 且 叫 人 当 场 抓 住 总 不 大 好 看,li3 sa1n bu4 shi4 he3n ya4o lia3n mia4n de re2n da4n shi4 ge4 de ba3o to1u do1ng xi1 e2r qie3 jia4o re2n da1ng cha3ng zhua1 zhu4 zo3ng bu4 da4 ha3o ka4n
你 认 打 认 罚,ni3 re4n da3 re4n fa2
认 罚 认 罚 罚 多 少,re4n fa2 re4n fa2 fa2 duo1 sha3o
罚 二 百 钱,fa2 e4r ba3i qia2n
李 三 老 是 罚 乡 下 人 的 钱 谁 在 街 上 挑 粪 溅 出 了 点 罚 二 百 钱 谁 在 不 该 撒 尿 的 地 方 撒 了 尿 罚 二 百 钱 没 有 想 到 这 回 被 别 人 罚 了 李 三 挨 罚 这 是 有 史 以 来 第 次,li3 sa1n la3o shi4 fa2 xia1ng xia4 re2n de qia2n she2i za4i jie1 sha4ng tia1o fe4n jia4n chu1 le dia3n fa2 e4r ba3i qia2n she2i za4i bu4 ga1i sa1 nia4o de de fa1ng sa1 le nia4o fa2 e4r ba3i qia2n me2i yo3u xia3ng da4o zhe4 hui2 be4i bie2 re2n fa2 le li3 sa1n a1i fa2 zhe4 shi4 yo3u shi3 yi3 la2i di4 ci4
清 末 邑 人 谈 人 格 有 警 火 诗 即 咏 此 事 诗 有 小 序 并 录 如 下,qi1ng mo4 yi4 re2n ta2n re2n ge2 yo3u ji3ng huo3 shi1 ji2 yo3ng ci3 shi4 shi1 yo3u xia3o xu4 bi4ng lu4 ru2 xia4
警 火,ji3ng huo3
送 灶 后 里 胥 沿 街 鸣 锣 于 黄 昏 时 呼 小 心 火 烛 岁 除 即 叩 户 乞 赏,so4ng za4o ho4u li3 xu1 ya2n jie1 mi2ng luo2 yu2 hua2ng hu1n shi2 hu1 xia3o xi1n huo3 zhu2 sui4 chu2 ji2 ko4u hu4 qi3 sha3ng
烛 双 辉 香 炷 敬 惟 司 命 朝 天 去 云 车 风 马 未 归 来 连 宵 灯 火 谁 持 护 铜 钲 入 耳 警 黄 昏 侧 耳 有 语 还 重 申 缸 注 水 灶 徙 薪 沿 街 呼 之 频 唇 干 舌 燥 诚 苦 辛 不 谋 而 告 君 何 人 烹 羊 酌 醴 欢 除 夕 司 命 归 来 醉 得 今 宵 无 用 更 鸣 钲 笑 敲 门 索 酒 值,zhu2 shua1ng hui1 xia1ng zhu4 ji4ng we2i si1 mi4ng cha2o tia1n qu4 yu2n che1 fe1ng ma3 we4i gui1 la2i lia2n xia1o de1ng huo3 she2i chi2 hu4 to2ng zhe1ng ru4 e3r ji3ng hua2ng hu1n ce4 e3r yo3u yu3 ha2i zho4ng she1n ga1ng zhu4 shui3 za4o xi3 xi1n ya2n jie1 hu1 zhi1 pi2n chu2n ga4n she2 za4o che2ng ku3 xi1n bu4 mo2u e2r ga4o ju1n he2 re2n pe1ng ya2ng zhuo2 li3 hua1n chu2 xi1 si1 mi4ng gui1 la2i zui4 de2 ji1n xia1o wu2 yo4ng ge4ng mi2ng zhe1ng xia4o qia1o me2n suo3 jiu3 zhi2
